mouse_group,task,region,n_total,class_counts,balanced_acc,auc,min_class_n,p_bal,p_auc,null_bal_mean,null_bal_std,null_auc_mean,null_auc_std
cfm005mjr,MC_hit_vs_miss,M1,287,"{0.0: 117, 1.0: 170}",0.8051470588235294,0.8198529411764706,117,0.009900990099009901,0.009900990099009901,0.4944117647058824,0.05969919108324541,0.4987377450980393,0.07479857591948426
cfm005mjr,MC_hit_vs_miss,V1,287,"{0.0: 117, 1.0: 170}",0.5943627450980392,0.599264705882353,117,0.07920792079207921,0.12871287128712872,0.5066176470588236,0.06009926869164284,0.5019852941176471,0.07765427294299566
cfm005mjr,MC_hit_vs_miss,VISa,287,"{0.0: 117, 1.0: 170}",0.642156862745098,0.6274509803921569,117,0.039603960396039604,0.06930693069306931,0.49561274509803915,0.06894211388056394,0.4972549019607843,0.08211152318355361
cfm005mjr,MC_hit_vs_miss,VISam,287,"{0.0: 117, 1.0: 170}",0.6299019607843137,0.7132352941176471,117,0.0297029702970297,0.009900990099009901,0.5062377450980392,0.06581922796308007,0.5095343137254902,0.07630358602637513
cfm005mjr,MC_hit_vs_miss,VISpm,287,"{0.0: 117, 1.0: 170}",0.5735294117647058,0.6017156862745099,117,0.2079207920792079,0.13861386138613863,0.507549019607843,0.06975283504578333,0.5077450980392157,0.0783970666394485
cfm005mjr,MC_hit_vs_miss,ALL_REGIONS_COMBINED,287,"{0.0: 117, 1.0: 170}",0.7340686274509804,0.8223039215686274,117,0.009900990099009901,0.009900990099009901,0.49895833333333334,0.05720253630980793,0.4942892156862746,0.07061614797389675
cfm007mjr,HC_hit_vs_MC_hit,M1,253,"{0.0: 53, 1.0: 200}",0.4159090909090909,0.38409090909090904,53,0.8811881188118812,0.9207920792079208,0.5016477272727273,0.08017709849410794,0.508,0.0910246311229789
cfm007mjr,HC_hit_vs_MC_hit,V1,253,"{0.0: 53, 1.0: 200}",0.5647727272727273,0.6295454545454545,53,0.3069306930693069,0.1782178217821782,0.5213863636363637,0.08834894834435618,0.5248636363636363,0.10621532978337796
cfm007mjr,HC_hit_vs_MC_hit,VISa,253,"{0.0: 53, 1.0: 200}",0.5647727272727273,0.6136363636363635,53,0.3069306930693069,0.12871287128712872,0.5042613636363636,0.09071034738624852,0.502,0.10213034533387483
cfm007mjr,HC_hit_vs_MC_hit,VISam,253,"{0.0: 53, 1.0: 200}",0.5772727272727273,0.6681818181818181,53,0.25742574257425743,0.07920792079207921,0.5109431818181818,0.09114127381354384,0.5092045454545455,0.10488796413631622
