mouse_group,task,region,n_total,class_counts,balanced_acc,auc,min_class_n,p_bal,p_auc,null_bal_mean,null_bal_std,null_auc_mean,null_auc_std
cmm004mjr,LC_noreport_vs_corr_rej,ALL_REGIONS_COMBINED,106,"{0.0: 75, 1.0: 31}",0.625,0.5208333333333334,31,0.16831683168316833,0.4752475247524752,0.4965625,0.10723658578051201,0.49927083333333333,0.14651074068277953
cmm004mjr,MC_hit_vs_miss,M1,264,"{0.0: 125, 1.0: 139}",0.6235714285714286,0.6885714285714285,125,0.0297029702970297,0.019801980198019802,0.4984285714285715,0.06359357559646145,0.4941285714285714,0.08202933646456204
cmm004mjr,MC_hit_vs_miss,V1,264,"{0.0: 125, 1.0: 139}",0.55,0.5185714285714286,125,0.2079207920792079,0.39603960396039606,0.4917,0.07546913005883091,0.49451428571428563,0.0942486334010164
cmm004mjr,MC_hit_vs_miss,VISa,264,"{0.0: 125, 1.0: 139}",0.55,0.5514285714285714,125,0.25742574257425743,0.25742574257425743,0.4959428571428572,0.07097397338432718,0.49334285714285714,0.08346897749512469
cmm004mjr,MC_hit_vs_miss,VISam,264,"{0.0: 125, 1.0: 139}",0.5635714285714286,0.5857142857142856,125,0.16831683168316833,0.12871287128712872,0.4893928571428572,0.07412196065283493,0.49367142857142865,0.08420947035790681
cmm004mjr,MC_hit_vs_miss,VISpm,264,"{0.0: 125, 1.0: 139}",0.4257142857142857,0.47857142857142854,125,0.8514851485148515,0.6237623762376238,0.5046428571428571,0.07550520322657052,0.5021571428571427,0.09005904978945532
cmm004mjr,MC_hit_vs_miss,ALL_REGIONS_COMBINED,264,"{0.0: 125, 1.0: 139}",0.5878571428571429,0.5828571428571429,125,0.09900990099009901,0.15841584158415842,0.49427142857142864,0.07053071266172935,0.4931571428571429,0.0875107678505675
cmm005mjr,HC_vs_LC_noreport,M1,301,"{0.0: 59, 1.0: 242}",0.5246598639455783,0.4574829931972789,59,0.3564356435643564,0.6732673267326733,0.49845238095238087,0.0780649647852309,0.49756802721088433,0.08762721228649208
cmm005mjr,HC_vs_LC_noreport,V1,301,"{0.0: 59, 1.0: 242}",0.48299319727891155,0.48469387755102034,59,0.5742574257425742,0.48514851485148514,0.49154761904761907,0.07539672288708016,0.4906802721088436,0.08916641852205127
cmm005mjr,HC_vs_LC_noreport,VISa,301,"{0.0: 59, 1.0: 242}",0.38945578231292516,0.3656462585034014,59,0.9207920792079208,0.8910891089108911,0.4855187074829931,0.07663319419343291,0.47571428571428576,0.09654445399889784
cmm005mjr,HC_vs_LC_noreport,VISam,301,"{0.0: 59, 1.0: 242}",0.483843537414966,0.45578231292517,59,0.5445544554455446,0.6336633663366337,0.48494897959183675,0.08132395394479104,0.49018707482993207,0.09901869829652102
cmm005mjr,HC_vs_LC_noreport,VISpm,301,"{0.0: 59, 1.0: 242}",0.4625850340136054,0.445578231292517,59,0.5841584158415841,0.6633663366336634,0.4860714285714285,0.08427147726387076,0.4855952380952381,0.09651340465680813
cmm005mjr,HC_vs_LC_noreport,ALL_REGIONS_COMBINED,301,"{0.0: 59, 1.0: 242}",0.429421768707483,0.3979591836734694,59,0.8217821782178217,0.8118811881188119,0.4942091836734693,0.07126456054898658,0.481156462585034,0.09197195889815686
cmm005mjr,HC_hit_vs_miss,M1,285,"{0.0: 66, 1.0: 219}",0.7097902097902098,0.7762237762237763,66,0.009900990099009901,0.009900990099009901,0.48722902097902115,0.07801541791477652,0.4805769230769231,0.09383500677651177
cmm005mjr,HC_hit_vs_miss,V1,285,"{0.0: 66, 1.0: 219}",0.659965034965035,0.6993006993006994,66,0.039603960396039604,0.009900990099009901,0.49938811188811194,0.06900419633216515,0.4896503496503496,0.08811455207428118
cmm005mjr,HC_hit_vs_miss,VISa,285,"{0.0: 66, 1.0: 219}",0.4606643356643357,0.4632867132867133,66,0.7425742574257426,0.7029702970297029,0.4967395104895105,0.06812922202556687,0.5006468531468531,0.07971708027870056
cmm005mjr,HC_hit_vs_miss,VISam,285,"{0.0: 66, 1.0: 219}",0.576048951048951,0.6083916083916083,66,0.2871287128712871,0.22772277227722773,0.5105594405594407,0.08705255224947085,0.509527972027972,0.10678924304417403
cmm005mjr,HC_hit_vs_miss,VISpm,285,"{0.0: 66, 1.0: 219}",0.5987762237762237,0.6241258741258742,66,0.10891089108910891,0.04950495049504951,0.49625,0.07427347248989621,0.4951223776223776,0.0833288364558443
cmm005mjr,HC_hit_vs_miss,ALL_REGIONS_COMBINED,285,"{0.0: 66, 1.0: 219}",0.6442307692307692,0.7447552447552447,66,0.0297029702970297,0.019801980198019802,0.4908828671328671,0.07163046916667035,0.4902622377622377,0.08990953140435924
cmm005mjr,LC_noreport_vs_corr_rej,M1,100,"{0.0: 59, 1.0: 41}",0.6458333333333333,0.84375,41,0.1485148514851485,0.019801980198019802,0.5033333333333334,0.10609547586961474,0.5083333333333333,0.12787492532853256
cmm005mjr,LC_noreport_vs_corr_rej,V1,100,"{0.0: 59, 1.0: 41}",0.5,0.44791666666666663,41,0.5841584158415841,0.6732673267326733,0.49625,0.09905718746708332,0.49739583333333337,0.12779322728913384
cmm005mjr,LC_noreport_vs_corr_rej,VISa,100,"{0.0: 59, 1.0: 41}",0.4166666666666667,0.5937499999999999,41,0.7425742574257426,0.19801980198019803,0.4827083333333333,0.11502018995473022,0.4810416666666667,0.13581975264420612
cmm005mjr,LC_noreport_vs_corr_rej,VISam,100,"{0.0: 59, 1.0: 41}",0.5625,0.5520833333333334,41,0.37623762376237624,0.2871287128712871,0.49270833333333336,0.12109795019597427,0.4778125,0.1429298387394435
cmm005mjr,LC_noreport_vs_corr_rej,VISpm,100,"{0.0: 59, 1.0: 41}",0.375,0.2916666666666667,41,0.900990099009901,0.9108910891089109,0.4816666666666667,0.10713601168608058,0.4751041666666667,0.12874506968715346
cmm005mjr,LC_noreport_vs_corr_rej,ALL_REGIONS_COMBINED,100,"{0.0: 59, 1.0: 41}",0.5,0.5416666666666667,41,0.5742574257425742,0.4158415841584158,0.5079166666666666,0.10670978946032396,0.5048958333333333,0.13528402959401542
cmm005mjr,HC_noreport_vs_incorr_rej,M1,308,"{0.0: 242, 1.0: 66}",0.608320251177394,0.6043956043956044,66,0.0891089108910891,0.0891089108910891,0.4949686028257457,0.07788525327306867,0.48841444270015694,0.0799359601136653
cmm005mjr,HC_noreport_vs_incorr_rej,V1,308,"{0.0: 242, 1.0: 66}",0.6240188383045526,0.5682888540031397,66,0.06930693069306931,0.25742574257425743,0.49923861852433293,0.08247896757130563,0.4969701726844585,0.0901960694239206
cmm005mjr,HC_noreport_vs_incorr_rej,VISa,308,"{0.0: 242, 1.0: 66}",0.4497645211930926,0.48194662480376765,66,0.7425742574257426,0.594059405940594,0.5099529042386185,0.07726216232216593,0.5084772370486657,0.08525113367040114
cmm005mjr,HC_noreport_vs_incorr_rej,VISam,308,"{0.0: 242, 1.0: 66}",0.47017268445839877,0.500784929356358,66,0.6732673267326733,0.5247524752475248,0.5070015698587127,0.08108465989897216,0.5075824175824175,0.08818975409026847
cmm005mjr,HC_noreport_vs_incorr_rej,VISpm,308,"{0.0: 242, 1.0: 66}",0.5188383045525903,0.45839874411302983,66,0.40594059405940597,0.6831683168316832,0.5059968602825746,0.0767364313651707,0.5086185243328102,0.08963535694095306
cmm005mjr,HC_noreport_vs_incorr_rej,ALL_REGIONS_COMBINED,308,"{0.0: 242, 1.0: 66}",0.4725274725274725,0.5070643642072213,66,0.6534653465346535,0.42574257425742573,0.4942386185243328,0.06623038557448115,0.4987598116169545,0.07868619693181861
