,trial_index,trial_id,trial_type,stage,roi_name,interval_start_s,interval_end_s,theta_deg,R,mean_amp,mean_k_rad_per_px,mean_lambda_px,mean_speed_px_s,mean_freq_hz
0,0,trial_0,,pre_onset,SSC,5.0368219999964765,5.2868219999964765,112.7615295617354,0.5349092195403212,0.016878742932434437,0.044190511509562005,142.1840366301264,436.80564029515546,3.0920236559604253
1,0,trial_0,,post_onset,SSC,5.2868219999964765,5.5368219999964765,-30.217790170236377,0.30349864809581734,0.025599437849144455,0.0247877573923198,253.47937724799417,1018.3568994824884,3.6522166238172096
2,0,trial_0,,pre_offset,SSC,6.570063999995454,6.820063999995454,-92.4110404848349,0.3213096765556734,0.004614326390022,0.10587561828434859,59.34496921004917,364.95747541378705,6.639430038521528
3,0,trial_0,,post_offset,SSC,6.820063999995454,7.070063999995454,118.46330078090793,0.5802920102238006,0.004009139138381152,0.09499240352662182,66.14408177827305,387.9471214075344,5.622417900163436
4,0,trial_0,,pre_onset,V1,5.0368219999964765,5.2868219999964765,-148.35993484349805,0.14738555255970226,0.002024462448137335,0.08990471010984798,69.8871649716975,1213.8721000885448,12.782566882604465
5,0,trial_0,,post_onset,V1,5.2868219999964765,5.5368219999964765,-44.655325346776074,0.32115842494971253,0.0030886140383281227,0.05443654202361291,115.42219754616545,420.6808080250628,5.096886220090412
6,0,trial_0,,pre_offset,V1,6.570063999995454,6.820063999995454,-68.2715208890784,0.5279185274868184,0.0036158278536085092,0.057775198893553974,108.75229211682742,137.03348132194645,1.2921285626472852
7,0,trial_0,,post_offset,V1,6.820063999995454,7.070063999995454,-90.0363796980686,0.6650510718742212,0.01099895737786588,0.02050380207729273,306.4400096866913,1063.3075577003176,3.472860768543366
8,0,trial_0,,pre_onset,M2,5.0368219999964765,5.2868219999964765,177.13441292761058,0.36450369591755594,0.0010935646538678308,0.15690823003700213,40.04369500374763,520.437093934596,12.704370272650731
9,0,trial_0,,post_onset,M2,5.2868219999964765,5.5368219999964765,-179.92451532294595,0.4446075176593222,0.0011542752556839863,0.14873195875844614,42.24502494036292,493.0777061643386,11.760848416583055
