,trial_index,trial_id,trial_type,stage,roi_name,interval_start_s,interval_end_s,theta_deg,R,mean_amp,mean_k_rad_per_px,mean_lambda_px,mean_speed_px_s,mean_freq_hz
336,28,trial_28,,pre_onset,SSC,171.22498599988572,171.47498599988572,170.10980185957348,0.552162907392864,0.004957738823981419,0.12412667336440361,50.61913879488085,418.1962412473321,6.008924219650573
337,28,trial_28,,post_onset,SSC,171.47498599988572,171.72498599988572,-40.78533991920989,0.561313011955852,0.008682615401151674,0.0483076407736853,130.0660766402452,856.8040285147921,5.2025729199407955
338,28,trial_28,,pre_offset,SSC,172.7582279998847,173.0082279998847,-99.33119278108273,0.1621024078922338,0.0049982596333285,0.09441614481005918,66.54778501939184,311.067093470029,4.228239175707713
339,28,trial_28,,post_offset,SSC,173.0082279998847,173.2582279998847,128.3458889889421,0.2652485397041556,0.0022648665778563495,0.1284258648914575,48.924609637552265,433.8709762079915,8.361677106160123
340,28,trial_28,,pre_onset,V1,171.22498599988572,171.47498599988572,-160.80220228778268,0.1897659035867712,0.003504525657065811,0.06843817633052272,91.80819308853135,497.67231049766946,4.668096885295939
341,28,trial_28,,post_onset,V1,171.47498599988572,171.72498599988572,127.9131022512858,0.5087803508220471,0.002078990303722456,0.10275104379523567,61.149600773894264,410.22489413624487,6.374945363589725
342,28,trial_28,,pre_offset,V1,172.7582279998847,173.0082279998847,-71.18796345562059,0.14184342629352784,0.0031559967654829863,0.06172210675976225,101.79797218580535,506.40751524465617,4.796364962361354
343,28,trial_28,,post_offset,V1,173.0082279998847,173.2582279998847,0.9821234554522166,0.15718289103381441,0.013638752979644207,0.013011872950435412,482.88092967963803,1910.7597703229974,3.7533740006841736
344,28,trial_28,,pre_onset,M2,171.22498599988572,171.47498599988572,123.42330352972992,0.16367997095378856,0.0015186846060436252,0.13638049200545485,46.07099750694752,398.0180540048071,9.099819768096273
345,28,trial_28,,post_onset,M2,171.47498599988572,171.72498599988572,2.5314729719687623,0.4881005425824936,0.001578844881027174,0.10819237534227191,58.07419688589348,242.67238717569677,5.128670878989649
346,28,trial_28,,pre_offset,M2,172.7582279998847,173.0082279998847,-146.48270186131955,0.43951183044728087,0.002431684365990464,0.07034962880212928,89.31369524140848,395.53789712671346,4.747670195043926
347,28,trial_28,,post_offset,M2,173.0082279998847,173.2582279998847,-150.21518578009938,0.2395394102339483,0.0019260159076368234,0.08871077186663688,70.82776054102423,384.31814130107267,4.93348618661929
348,29,trial_29,,pre_onset,SSC,175.87560799988262,176.12560799988262,-37.46146492040438,0.3950211466709678,0.014226657557516051,0.04288148979045189,146.52441736244475,602.5319788886413,4.523096897473146
349,29,trial_29,,post_onset,SSC,176.12560799988262,176.37560799988262,-133.65303858449005,0.12574303353295663,0.006033600446215249,0.10105172000468493,62.17791549602804,314.3838001892968,4.864059675500468
350,29,trial_29,,pre_offset,SSC,177.4088499998816,177.6588499998816,177.95121309502792,0.4727239105165814,0.0062632500409816215,0.06733012813449266,93.3190754461191,362.27345189263315,3.045029045381854
351,29,trial_29,,post_offset,SSC,177.6588499998816,177.9088499998816,141.1818977862451,0.19488404370449988,0.0059797670426666475,0.07147439424672196,87.90819948037199,403.64768238922534,4.933889152374984
352,29,trial_29,,pre_onset,V1,175.87560799988262,176.12560799988262,-165.3674184737947,0.6301825635051826,0.0025725995713252537,0.06584561173310027,95.42299238782923,118.51290036351018,1.2130705083777926
353,29,trial_29,,post_onset,V1,176.12560799988262,176.37560799988262,177.83525078120752,0.5111428706466137,0.005556002714299007,0.04819675148305011,130.36532782482786,947.3221326316188,5.696559119767803
354,29,trial_29,,pre_offset,V1,177.4088499998816,177.6588499998816,25.6405182716122,0.33889088898182546,0.0036002289629333524,0.0591546179603897,106.2163111489765,489.48908498749677,3.9247293263267613
355,29,trial_29,,post_offset,V1,177.6588499998816,177.9088499998816,178.54676093312324,0.7642786275514747,0.020178649240719722,0.011100659494868905,566.0191009447577,2316.0183267438956,3.5898409276187593
356,29,trial_29,,pre_onset,M2,175.87560799988262,176.12560799988262,167.3968084768853,0.5958423003753471,0.001259307744490249,0.12365671598860992,50.81151684279189,393.43390003736135,7.9515417842310505
357,29,trial_29,,post_onset,M2,176.12560799988262,176.37560799988262,74.25958977377759,0.0624086744178015,0.0014447162634738965,0.13652893016777098,46.02090779923796,336.8887105181452,6.504434106591437
