TrialID,TrialType,AnimalCode,Date,Recording,File,Time,BFMTime,ValidTrial?,Duration,Contrast,PerceptualCat,ReactTime,Rewarded?,Enticed?,Seen?,Consume?,Attrition?,EngagementScore,EngagementScore_S20,VDT Behavior Quality
Visual/cfm001mjr/20240506/meas00/trial001,HC No Report (9),cfm001mjr,240506,1,meas00,3.198,1.8247193955481995,True,0.5289999999999999,0.06,3,11.879999999999999,0,0,0,0,1,0,0,56.0
Visual/cfm001mjr/20240506/meas00/trial002,LC No Report (7),cfm001mjr,240506,1,meas00,6.353,4.9797193955482,True,0.5220000000000002,0.023,1,8.725,0,0,0,0,1,0,0,56.0
Visual/cfm001mjr/20240506/meas00/trial003,LC No Report (7),cfm001mjr,240506,1,meas00,10.228,8.8547193955482,True,0.532,0,1,4.85,0,0,0,0,1,0,0.05714285714285714,56.0
Visual/cfm001mjr/20240506/meas00/trial004,Error (0),cfm001mjr,240506,1,meas00,14.599,13.2257193955482,True,0.520999999999999,0.024,1,0.4789999999999992,1,1,1,1,0,0.2857142857142857,0.08673469387755102,56.0
Visual/cfm001mjr/20240506/meas00/trial005,LC No Report (7),cfm001mjr,240506,1,meas00,43.217,41.8437193955482,True,0.5500000000000043,0.023,1,4.463999999999999,0,0,0,0,1,0,0.13095238095238093,56.0
Visual/cfm001mjr/20240506/meas00/trial006,LC No Report (7),cfm001mjr,240506,1,meas00,46.886,45.5127193955482,True,0.5269999999999939,0.025,1,0.7949999999999946,0,0,0,0,1,0.03571428571428571,0.10714285714285712,56.0
Visual/cfm001mjr/20240506/meas00/trial007,Error (0),cfm001mjr,240506,1,meas00,53.788,52.4147193955482,True,0.5560000000000045,0.045,2,0.4380000000000024,1,1,1,1,0,0.2857142857142857,0.1456043956043956,56.0
Visual/cfm001mjr/20240506/meas00/trial008,Error (0),cfm001mjr,240506,1,meas00,80.268,78.8947193955482,True,0.5240000000000009,0.023,1,0.3930000000000007,1,1,1,1,0,0.2857142857142857,0.13095238095238096,56.0
Visual/cfm001mjr/20240506/meas00/trial009,Error (0),cfm001mjr,240506,1,meas00,84.838,83.46471939554819,True,0.5520000000000067,0.045,2,0.17600000000000193,1,0,0,1,0,0.2857142857142857,0.11764705882352941,56.0
Visual/cfm001mjr/20240506/meas00/trial010,LC No Report (7),cfm001mjr,240506,1,meas00,94.805,93.4317193955482,True,0.5289999999999964,0.023,1,7.216999999999999,0,0,0,0,1,0,0.10902255639097744,56.0
