TrialID,TrialType,AnimalCode,Date,Recording,File,Time,BFMTime,ValidTrial?,Duration,Contrast,PerceptualCat,ReactTime,Rewarded?,Enticed?,Seen?,Consume?,Attrition?,EngagementScore,EngagementScore_S20,VDT Behavior Quality
Visual/rfm003mjr/20231206/meas00/trial001,HC Hit (3),rfm003mjr,231206,1,meas00,18.563,9.379071545218181,False,0.5259999999999998,0.066,3,0.4009999999999998,1,0,1,1,0,0.3843594009983361,0.3843594009983361,40.0
Visual/rfm003mjr/20231206/meas00/trial002,MC Miss (5),rfm003mjr,231206,1,meas00,22.83,13.64607154521818,False,0.5380000000000003,0.028,2,4.540000000000003,0,0,0,0,0,0.05490848585690516,0.18302828618968384,40.0
Visual/rfm003mjr/20231206/meas00/trial003,Correct Rejection (4),rfm003mjr,231206,1,meas00,26.729,17.545071545218182,False,0.5199999999999996,0,1,0.6410000000000018,0,0,1,0,0,0.10981697171381032,0.19767054908485854,40.0
Visual/rfm003mjr/20231206/meas00/trial004,MC Hit (2),rfm003mjr,231206,1,meas00,37.324,28.140071545218184,False,0.5650000000000048,0.029,2,0.45000000000000284,1,0,1,1,0,0.3843594009983361,0.21963394342762063,40.0
Visual/rfm003mjr/20231206/meas00/trial005,MC Miss (5),rfm003mjr,231206,1,meas00,59.629,50.445071545218184,False,0.5260000000000034,0.028,2,0.8060000000000045,0,0,0,0,0,0.05490848585690516,0.237936772046589,40.0
Visual/rfm003mjr/20231206/meas00/trial006,MC Miss (5),rfm003mjr,231206,1,meas00,66.553,57.36907154521818,False,0.5130000000000052,0.03,2,3.284000000000006,0,0,0,0,0,0,0.2845257903494176,40.0
Visual/rfm003mjr/20231206/meas00/trial007,HC Hit (3),rfm003mjr,231206,1,meas00,75.958,66.77407154521818,False,0.546999999999997,0.053,3,0.5,1,0,1,1,0,0.5490848585690515,0.30410853705362856,40.0
Visual/rfm003mjr/20231206/meas00/trial008,Error (0),rfm003mjr,231206,1,meas00,81.542,72.35807154521818,False,0.5279999999999916,0.028,2,0.07699999999999818,0,0,0,0,0,0.10981697171381032,0.26722129783693843,40.0
Visual/rfm003mjr/20231206/meas00/trial009,HC Hit (3),rfm003mjr,231206,1,meas00,90.374,81.19007154521817,False,0.561000000000007,0.053,3,0.43300000000000693,1,0,1,1,0,0.49417637271214643,0.2680826074190076,40.0
Visual/rfm003mjr/20231206/meas00/trial010,MC Hit (2),rfm003mjr,231206,1,meas00,95.551,86.36707154521818,False,0.5529999999999973,0.028,2,0.32399999999999807,1,0,1,1,0,0.49417637271214643,0.2976617917505911,40.0
Visual/rfm003mjr/20231206/meas00/trial011,HC Hit (3),rfm003mjr,231206,1,meas00,112.308,103.12407154521819,False,0.5729999999999933,0.053,3,0.4479999999999933,1,0,1,1,0,0.49417637271214643,0.30055171205884923,40.0
Visual/rfm003mjr/20231206/meas00/trial012,MC Hit (2),rfm003mjr,231206,1,meas00,129.492,120.30807154521817,False,0.5289999999999964,0.03,2,0.6000000000000227,1,0,1,1,0,0.3843594009983361,0.3178912339083982,40.0
Visual/rfm003mjr/20231206/meas00/trial013,MC Hit (2),rfm003mjr,231206,1,meas00,148.343,139.15907154521818,False,0.5460000000000207,0.029,2,0.37700000000000955,1,0,1,1,0,0.43926788685524126,0.31500131360014005,40.0
Visual/rfm003mjr/20231206/meas00/trial014,MC Miss (5),rfm003mjr,231206,1,meas00,167.703,158.5190715452182,False,0.5989999999999895,0.028,2,0.8319999999999936,0,0,0,0,0,0.05490848585690516,0.31500131360014005,40.0
Visual/rfm003mjr/20231206/meas00/trial015,MC Miss (5),rfm003mjr,231206,1,meas00,181.225,172.0410715452182,False,0.5589999999999975,0.03,2,7.365000000000009,0,0,0,0,0,0,0.31500131360014005,40.0
Visual/rfm003mjr/20231206/meas00/trial016,MC Miss (5),rfm003mjr,231206,1,meas00,187.951,178.7670715452182,False,0.5380000000000109,0.029,2,0.63900000000001,0,0,1,0,0,0.05490848585690516,0.31500131360014005,40.0
Visual/rfm003mjr/20231206/meas00/trial017,MC Hit (2),rfm003mjr,231206,1,meas00,194.518,185.3340715452182,False,0.5240000000000009,0.029,2,0.47700000000000387,1,0,1,1,0,0.49417637271214643,0.3121113932918819,40.0
Visual/rfm003mjr/20231206/meas00/trial018,Error (0),rfm003mjr,231206,1,meas00,199.77,190.5860715452182,False,0.518999999999977,0,1,0.24699999999998568,1,0,1,1,0,0.49417637271214643,0.32367107452491467,40.0
Visual/rfm003mjr/20231206/meas00/trial019,MC Hit (2),rfm003mjr,231206,1,meas00,208.739,199.5550715452182,False,0.5190000000000055,0.029,2,0.45400000000000773,1,0,1,1,0,0.6039933444259568,0.3178912339083983,40.0
Visual/rfm003mjr/20231206/meas00/trial020,MC Hit (2),rfm003mjr,231206,1,meas00,222.409,213.22507154521819,False,0.5060000000000002,0.028,2,0.42900000000000205,1,0,1,1,0,0.43926788685524126,0.29477187144233297,40.0
Visual/rfm003mjr/20231206/meas00/trial021,Error (0),rfm003mjr,231206,1,meas00,251.71,242.5260715452182,False,0.5509999999999877,0.053,3,0.18799999999998818,1,0,0,1,0,0.3843594009983361,0.29477187144233297,40.0
Visual/rfm003mjr/20231206/meas00/trial022,Correct Rejection (4),rfm003mjr,231206,1,meas00,270.479,261.2950715452182,False,0.5409999999999968,0,1,2.782000000000039,0,0,0,0,0,0.05490848585690516,0.27743234959278396,40.0
Visual/rfm003mjr/20231206/meas00/trial023,Error (0),rfm003mjr,231206,1,meas00,292.578,283.39407154521814,False,0.5649999999999977,0.066,3,0.21600000000000819,1,0,1,1,0,0.3843594009983361,0.27743234959278396,40.0
Visual/rfm003mjr/20231206/meas00/trial024,MC Miss (5),rfm003mjr,231206,1,meas00,305.879,296.6950715452182,False,0.5389999999999873,0.028,2,0.8059999999999832,0,0,0,0,0,0.05490848585690516,0.2947718714423329,40.0
Visual/rfm003mjr/20231206/meas00/trial025,Correct Rejection (4),rfm003mjr,231206,1,meas00,344.467,335.28307154521815,False,0.5230000000000246,0,1,4.427999999999997,0,0,0,0,0,0,0.2976617917505911,40.0
Visual/rfm003mjr/20231206/meas00/trial026,MC Hit (2),rfm003mjr,231206,1,meas00,356.489,347.3050715452182,False,0.5260000000000105,0.029,2,0.5110000000000241,1,0,1,1,0,0.49417637271214643,0.32078115421665643,40.0
Visual/rfm003mjr/20231206/meas00/trial027,HC Hit (3),rfm003mjr,231206,1,meas00,370.479,361.2950715452182,False,0.52800000000002,0.04,3,0.4870000000000232,1,0,1,1,0,0.32945091514143093,0.32078115421665643,40.0
Visual/rfm003mjr/20231206/meas00/trial028,MC Hit (2),rfm003mjr,231206,1,meas00,394.035,384.85107154521825,False,0.5669999999999504,0.029,2,0.5569999999999595,1,0,1,1,0,0.3843594009983361,0.2947718714423329,40.0
Visual/rfm003mjr/20231206/meas00/trial029,MC Miss (5),rfm003mjr,231206,1,meas00,439.736,430.55207154521815,False,0.5640000000000214,0.028,2,0.6510000000000105,0,0,1,0,0,0.05490848585690516,0.2629827480514931,40.0
Visual/rfm003mjr/20231206/meas00/trial030,Error (0),rfm003mjr,231206,1,meas00,448.158,438.9740715452182,False,0.5720000000000027,0.066,3,0.14299999999997226,1,0,0,1,0,0.49417637271214643,0.23986338558542775,40.0
Visual/rfm003mjr/20231206/meas00/trial031,MC Miss (5),rfm003mjr,231206,1,meas00,472.171,462.9870715452182,False,0.5649999999999977,0.029,2,0.6689999999999827,0,0,1,0,0,0.05490848585690516,0.22252386373587874,40.0
Visual/rfm003mjr/20231206/meas00/trial032,Error (0),rfm003mjr,231206,1,meas00,478.428,469.24407154521816,False,0.5099999999999909,0.029,2,0.17900000000003047,1,0,0,1,0,0.43926788685524126,0.2427533058936859,40.0
Visual/rfm003mjr/20231206/meas00/trial033,MC Hit (2),rfm003mjr,231206,1,meas00,498.482,489.29807154521825,False,0.5369999999999777,0.03,2,0.5019999999999527,1,0,1,1,0,0.3843594009983361,0.25431298712671857,40.0
Visual/rfm003mjr/20231206/meas00/trial034,Incorrect Reject (6),rfm003mjr,231206,1,meas00,557.788,548.6040715452182,False,0.5219999999999345,0.04,3,0.66700000000003,0,0,1,0,0,0.05490848585690516,0.2514230668184604,40.0
Visual/rfm003mjr/20231206/meas00/trial035,MC Hit (2),rfm003mjr,231206,1,meas00,566.707,557.5230715452182,False,0.5370000000000346,0.029,2,0.5370000000000346,1,0,1,1,0,0.49417637271214643,0.2745424292845257,40.0
Visual/rfm003mjr/20231206/meas00/trial036,HC Hit (3),rfm003mjr,231206,1,meas00,582.346,573.1620715452182,False,0.5439999999999827,0.066,3,0.3769999999999527,1,0,1,1,0,0.49417637271214643,0.25142306681846044,40.0
Visual/rfm003mjr/20231206/meas00/trial037,MC Miss (5),rfm003mjr,231206,1,meas00,597.797,588.6130715452182,False,0.5299999999999727,0.028,2,13.242999999999938,0,0,0,0,0,0,0.23408354496891143,40.0
Visual/rfm003mjr/20231206/meas00/trial038,Incorrect Reject (6),rfm003mjr,231206,1,meas00,601.435,592.2510715452181,False,0.525000000000091,0.04,3,9.605000000000018,0,0,0,0,0,0,0.23119362466065327,40.0
Visual/rfm003mjr/20231206/meas00/trial039,Correct Rejection (4),rfm003mjr,231206,1,meas00,606.48,597.2960715452182,False,0.5230000000000246,0.01,1,4.559999999999945,0,0,0,0,0,0,0.24853314651020225,40.0
Visual/rfm003mjr/20231206/meas00/trial040,MC Miss (5),rfm003mjr,231206,1,meas00,610.297,601.1130715452182,False,0.5199999999999818,0.029,2,0.7429999999999382,0,0,1,0,0,0.05490848585690516,0.22541378404413692,40.0
Visual/rfm003mjr/20231206/meas00/trial041,MC Hit (2),rfm003mjr,231206,1,meas00,618.494,609.3100715452182,False,0.5259999999999536,0.029,2,0.5599999999999454,1,0,1,1,0,0.43926788685524126,0.24275330589368593,40.0
Visual/rfm003mjr/20231206/meas00/trial042,HC Hit (3),rfm003mjr,231206,1,meas00,623.388,614.2040715452182,False,0.5240000000000009,0.066,3,0.44899999999995543,1,0,1,1,0,0.6039933444259568,0.24275330589368593,40.0
Visual/rfm003mjr/20231206/meas00/trial043,MC Miss (5),rfm003mjr,231206,1,meas00,635.285,626.1010715452181,False,0.5249999999999773,0.028,2,4.750999999999976,0,0,0,0,0,0,0.24275330589368593,40.0
Visual/rfm003mjr/20231206/meas00/trial044,MC Hit (2),rfm003mjr,231206,1,meas00,639.444,630.2600715452181,False,0.5270000000000437,0.029,2,0.5919999999999845,1,0,1,1,0,0.43926788685524126,0.26009282774323494,40.0
Visual/rfm003mjr/20231206/meas00/trial045,Incorrect Reject (6),rfm003mjr,231206,1,meas00,711.962,702.7780715452182,False,0.5819999999999936,0.04,3,0.6370000000000573,0,0,1,0,0,0.05490848585690516,0.25142306681846044,40.0
Visual/rfm003mjr/20231206/meas00/trial046,MC Miss (5),rfm003mjr,231206,1,meas00,732.307,723.1230715452182,False,0.5389999999999873,0.029,2,3.7469999999999573,0,0,0,0,0,0,0.23697346527716961,40.0
Visual/rfm003mjr/20231206/meas00/trial047,MC Hit (2),rfm003mjr,231206,1,meas00,735.459,726.2750715452181,False,0.5270000000000437,0.029,2,0.5950000000000273,1,0,1,1,0,0.32945091514143093,0.24275330589368593,40.0
Visual/rfm003mjr/20231206/meas00/trial048,HC Hit (3),rfm003mjr,231206,1,meas00,748.104,738.9200715452182,False,0.5279999999999063,0.053,3,0.40999999999996817,1,0,1,1,0,0.3843594009983361,0.26587266835975126,40.0
Visual/rfm003mjr/20231206/meas00/trial049,Correct Rejection (4),rfm003mjr,231206,1,meas00,759.874,750.6900715452182,False,0.5529999999999973,0.01,1,0.7200000000000273,0,0,1,0,0,0.05490848585690516,0.2861021105175584,40.0
Visual/rfm003mjr/20231206/meas00/trial050,HC Hit (3),rfm003mjr,231206,1,meas00,791.535,782.3510715452181,False,0.5339999999999918,0.053,3,0.4490000000000691,1,0,1,1,0,0.3843594009983361,0.2861021105175584,40.0
Visual/rfm003mjr/20231206/meas00/trial051,Error (0),rfm003mjr,231206,1,meas00,798.114,788.9300715452182,False,0.5499999999999545,0.03,2,0.007999999999924512,1,0,0,1,0,0.43926788685524126,0.26587266835975126,40.0
Visual/rfm003mjr/20231206/meas00/trial052,MC Hit (2),rfm003mjr,231206,1,meas00,812.08,802.8960715452182,False,0.5359999999999445,0.028,2,0.5399999999999636,1,0,1,1,0,0.3843594009983361,0.23408354496891143,40.0
Visual/rfm003mjr/20231206/meas00/trial053,False Alarm (1),rfm003mjr,231206,1,meas00,817.736,808.5520715452182,False,0.52800000000002,0.01,1,0.2999999999999545,1,0,1,1,0,0.3843594009983361,0.25142306681846044,40.0
Visual/rfm003mjr/20231206/meas00/trial054,HC Hit (3),rfm003mjr,231206,1,meas00,834.292,825.1080715452182,False,0.5789999999999509,0.04,3,0.47100000000000364,1,0,1,1,0,0.32945091514143093,0.2447510727734477,40.0
Visual/rfm003mjr/20231206/meas00/trial055,Correct Rejection (4),rfm003mjr,231206,1,meas00,838.541,829.3570715452182,False,0.5589999999999691,0.01,1,1.1289999999999054,0,0,0,0,0,0.21963394342762063,0.2615979945704527,40.0
Visual/rfm003mjr/20231206/meas00/trial056,MC Miss (5),rfm003mjr,231206,1,meas00,846.743,837.5590715452182,False,0.585999999999899,0.029,2,2.464999999999918,0,0,0,0,0,0.10981697171381032,0.2615979945704527,40.0
Visual/rfm003mjr/20231206/meas00/trial057,Error (0),rfm003mjr,231206,1,meas00,866.811,857.6270715452182,False,0.5509999999999309,0,1,0.053999999999973625,1,0,0,1,0,0.43926788685524126,0.26399531482616684,40.0
Visual/rfm003mjr/20231206/meas00/trial058,HC Hit (3),rfm003mjr,231206,1,meas00,895.304,886.1200715452181,False,0.5059999999999718,0.04,3,0.26900000000000546,1,0,1,1,0,0.3843594009983361,0.26021324108941235,40.0
Visual/rfm003mjr/20231206/meas00/trial059,MC Miss (5),rfm003mjr,231206,1,meas00,908.092,898.9080715452181,False,0.5180000000000291,0.03,2,0.8139999999999645,0,0,0,0,0,0.05490848585690516,0.2737706892022069,40.0
Visual/rfm003mjr/20231206/meas00/trial060,Correct Rejection (4),rfm003mjr,231206,1,meas00,940.718,931.5340715452181,False,0.5320000000000391,0.01,1,0.9519999999999982,0,0,0,0,0,0.05490848585690516,0.26998861546545233,40.0
Visual/rfm003mjr/20231206/meas00/trial061,Correct Rejection (4),rfm003mjr,231206,1,meas00,951.699,942.5150715452181,False,0.5350000000000819,0.01,1,3.9190000000000964,0,0,0,0,0,0,0.2633166214204396,40.0
