TrialID,TrialType,AnimalCode,Date,Recording,File,Time,BFMTime,ValidTrial?,Duration,Contrast,PerceptualCat,ReactTime,Rewarded?,Enticed?,Seen?,Consume?,Attrition?,EngagementScore,EngagementScore_S20,VDT Behavior Quality
Visual/cmm002mjr/20231212/meas00/trial001,HC Hit (3),cmm002mjr,231212,1,meas00,1.41,-9.243891574473672,False,0.5470000000000002,0.09,3,0.41700000000000004,1,0,1,1,0,0.41383041510918744,0.19245836714888565,11.0
Visual/cmm002mjr/20231212/meas00/trial002,MC Hit (2),cmm002mjr,231212,1,meas00,18.416,7.762108425526328,True,0.5210000000000008,0.03,2,0.5300000000000011,1,0,1,1,0,0.391304347826087,0.21534166234339366,11.0
Visual/cmm002mjr/20231212/meas00/trial003,Correct Rejection (4),cmm002mjr,231212,1,meas00,59.265,48.611108425526325,True,0.5289999999999964,0,1,0.8840000000000003,0,0,0,0,0,0.08695652173913043,0.23364829849900007,11.0
Visual/cmm002mjr/20231212/meas00/trial004,HC Hit (3),cmm002mjr,231212,1,meas00,75.938,65.28410842552633,True,0.5180000000000007,0.043,3,0.5049999999999955,1,0,1,1,0,0.30434782608695654,0.24603684106981993,11.0
Visual/cmm002mjr/20231212/meas00/trial005,MC Hit (2),cmm002mjr,231212,1,meas00,101.853,91.19910842552632,True,0.534000000000006,0.03,2,0.5630000000000024,1,0,1,1,0,0.2608695652173913,0.24603684106981993,11.0
Visual/cmm002mjr/20231212/meas00/trial006,HC Hit (3),cmm002mjr,231212,1,meas00,128.468,117.81410842552631,True,0.5300000000000011,0.055,3,0.3410000000000082,1,0,1,1,0,0.34782608695652173,0.26205514770597554,11.0
Visual/cmm002mjr/20231212/meas00/trial007,HC Hit (3),cmm002mjr,231212,1,meas00,147.048,136.39410842552633,True,0.5459999999999923,0.075,3,0.4420000000000073,1,0,1,1,0,0.34782608695652173,0.27578512482268036,11.0
Visual/cmm002mjr/20231212/meas00/trial008,MC Hit (2),cmm002mjr,231212,1,meas00,165.522,154.86810842552632,True,0.5370000000000061,0.03,2,0.46800000000001774,1,0,1,1,0,0.43478260869565216,0.28036178386158195,11.0
Visual/cmm002mjr/20231212/meas00/trial009,HC Hit (3),cmm002mjr,231212,1,meas00,170.544,159.89010842552634,True,0.5480000000000018,0.075,3,0.28999999999999204,1,0,1,1,0,0.4782608695652174,0.28036178386158195,11.0
Visual/cmm002mjr/20231212/meas00/trial010,Error (0),cmm002mjr,231212,1,meas00,190.085,179.43110842552633,True,0.5149999999999864,0.03,2,0.09099999999997976,1,0,0,1,0,0.5217391304347826,0.30324507905608994,11.0
Visual/cmm002mjr/20231212/meas00/trial011,HC Hit (3),cmm002mjr,231212,1,meas00,199.85,189.19610842552632,True,0.5160000000000196,0.075,3,0.3310000000000173,1,0,1,1,0,0.43478260869565216,0.2997711670480549,11.0
Visual/cmm002mjr/20231212/meas00/trial012,Error (0),cmm002mjr,231212,1,meas00,219.542,208.88810842552633,True,0.5339999999999918,0.055,3,0.06800000000001205,1,0,0,1,0,0.34782608695652173,0.28604118993135014,11.0
Visual/cmm002mjr/20231212/meas00/trial013,Error (0),cmm002mjr,231212,1,meas00,233.783,223.1291084255263,True,0.5230000000000246,0.035,2,0.15000000000000568,1,0,0,1,0,0.30434782608695654,0.2814645308924485,11.0
