TrialID,TrialType,AnimalCode,Date,Recording,File,Time,BFMTime,ValidTrial?,Duration,Contrast,PerceptualCat,ReactTime,Rewarded?,Enticed?,Seen?,Consume?,Attrition?,EngagementScore,EngagementScore_S20,VDT Behavior Quality
Visual/rfm001mjr/20231207/meas00/trial001,HC Hit (3),rfm001mjr,231207,1,meas00,4.032,-12.073383440864381,False,0.5209999999999999,0.065,3,0.476,1,0,1,1,0,0.4761904761904762,0.15288220551378445,32.0
Visual/rfm001mjr/20231207/meas00/trial002,MC Hit (2),rfm001mjr,231207,1,meas00,9.076,-7.029383440864381,False,0.5299999999999994,0.028,2,0.4759999999999991,1,0,1,1,0,0.5238095238095238,0.18295739348370926,32.0
Visual/rfm001mjr/20231207/meas00/trial003,Correct Rejection (4),rfm001mjr,231207,1,meas00,18.05,1.9446165591356195,True,0.5189999999999984,0,1,4.347999999999999,0,0,0,0,0,0,0.21052631578947367,32.0
Visual/rfm001mjr/20231207/meas00/trial004,MC Miss (5),rfm001mjr,231207,1,meas00,22.398,6.2926165591356185,True,0.5199999999999996,0.033,2,8.126000000000001,0,0,0,0,0,0.04761904761904762,0.23057644110275688,32.0
Visual/rfm001mjr/20231207/meas00/trial005,MC Miss (5),rfm001mjr,231207,1,meas00,26.763,10.65761655913562,True,0.5259999999999998,0.028,2,3.7609999999999992,0,0,0,0,0,0,0.2506265664160401,32.0
Visual/rfm001mjr/20231207/meas00/trial006,Error (0),rfm001mjr,231207,1,meas00,30.407,14.301616559135617,True,0.5330000000000013,0.035,2,0.11700000000000088,1,0,0,1,0,0.4761904761904762,0.2731829573934837,32.0
Visual/rfm001mjr/20231207/meas00/trial007,HC Hit (3),rfm001mjr,231207,1,meas00,40.566,24.460616559135623,True,0.5259999999999962,0.055,3,0.4899999999999949,1,0,1,1,0,0.5238095238095238,0.3007518796992481,32.0
Visual/rfm001mjr/20231207/meas00/trial008,MC Miss (5),rfm001mjr,231207,1,meas00,49.469,33.36361655913562,True,0.5240000000000009,0.028,2,3.7269999999999968,0,0,0,0,0,0,0.3233082706766917,32.0
Visual/rfm001mjr/20231207/meas00/trial009,HC Hit (3),rfm001mjr,231207,1,meas00,52.812,36.70661655913562,True,0.5180000000000007,0.055,3,0.38400000000000034,1,0,1,1,0,0.4285714285714286,0.3233082706766917,32.0
Visual/rfm001mjr/20231207/meas00/trial010,MC Hit (2),rfm001mjr,231207,1,meas00,67.728,51.622616559135615,True,0.5430000000000064,0.028,2,0.409000000000006,1,0,1,1,0,0.4285714285714286,0.3483709273182957,32.0
