AnimalCode,Date,TrialID,TrialType,Time,Duration,Contrast,PerceptualCat,ReactTime,Rewarded?,Enticed?,Seen?,Consume?,Attrition?,Recording,EngagementScore,EngagementScore_S20,MovieFile
cfm001mjr,240509,240509_3_018,LC No Report (7),207.683,0.5460000000000207,0.01,1,0.7680000000000007,0,0,0,0,1,3,0.03571428571428571,0.12030075187969924,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_019,MC No Report (8),214.57,0.5169999999999959,0.045,2,8.89700000000002,0,0,0,0,1,3,0,0.12969924812030076,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_020,HC No Report (9),219.247,0.5009999999999764,0.05,3,4.219999999999999,0,0,0,0,1,3,0,0.12969924812030076,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_021,Error (0),222.951,0.5229999999999961,0.04,2,0.5160000000000196,1,1,1,1,1,3,0.21428571428571427,0.12969924812030076,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_022,Error (0),236.653,0.5550000000000068,0.045,2,0.492999999999995,1,1,1,1,1,3,0.3571428571428571,0.12969924812030076,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_023,LC No Report (7),254.005,0.5219999999999914,0,1,3.7509999999999764,0,0,0,0,1,3,0,0.12969924812030076,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_024,Error (0),257.417,0.5270000000000437,0.08,3,0.33899999999999864,1,1,1,1,1,3,0.32142857142857145,0.11466165413533834,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_025,Error (0),267.327,0.5360000000000014,0.04,2,0.4630000000000223,1,1,1,1,1,3,0.25,0.09586466165413533,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_026,Incorrect Reject (6),278.546,0.5289999999999964,0.1,3,1.5500000000000114,0,0,0,0,0,3,0.03571428571428571,0.10714285714285714,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_027,Error (0),295.667,0.5270000000000437,0.045,2,0.07200000000000273,1,0,0,1,0,3,0.32142857142857145,0.10526315789473684,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_028,MC Hit (2),320.727,0.5400000000000205,0.035,2,0.55600000000004,1,0,1,1,0,3,0.25,0.10338345864661654,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_029,HC No Report (9),347.92,0.5539999999999736,0.06,3,21.793999999999983,0,0,0,0,1,3,0,0.10338345864661654,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_030,HC No Report (9),354.572,0.521000000000015,0.1,3,15.141999999999996,0,0,0,0,1,3,0,0.11090225563909774,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_031,MC No Report (8),359.886,0.5769999999999982,0.04,2,9.827999999999975,0,0,0,0,1,3,0,0.10150375939849623,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_032,HC No Report (9),366.269,0.5240000000000009,0.05,3,3.444999999999993,0,0,0,0,1,3,0,0.08270676691729323,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_033,MC No Report (8),377.391,0.5310000000000059,0.035,2,7.25,0,0,0,0,1,3,0,0.09398496240601503,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_034,MC No Report (8),381.399,0.5230000000000246,0.045,2,3.2420000000000186,0,0,0,0,1,3,0,0.09774436090225563,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_035,Error (0),393.572,0.5389999999999873,0.06,3,0.46399999999999864,1,1,1,1,0,3,0.21428571428571427,0.08458646616541353,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_036,LC No Report (7),399.093,0.5179999999999723,0.01,1,12.144000000000005,0,0,0,0,1,3,0,0.08270676691729323,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_037,HC No Report (9),402.722,0.5060000000000286,0.1,3,8.515000000000043,0,0,0,0,1,3,0,0.06578947368421052,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_038,MC No Report (8),405.904,0.5409999999999968,0.045,2,5.333000000000027,0,0,0,0,1,3,0,0.05451127819548872,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_039,Error (0),411.203,0.5270000000000437,0.02,1,0.03400000000004866,0,0,0,0,1,3,0.14285714285714285,0.05639097744360902,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_040,HC No Report (9),418.428,0.5330000000000155,0.06,3,1.204999999999984,0,0,0,0,1,3,0.03571428571428571,0.05639097744360902,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_041,MC No Report (8),434.683,0.5339999999999918,0.04,2,3.6790000000000305,0,0,0,0,1,3,0,0.07142857142857142,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_042,Error (0),437.903,0.5279999999999632,0.05,3,0.4590000000000032,1,1,1,1,0,3,0.21428571428571427,0.07142857142857142,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_043,HC Hit (3),442.739,0.5540000000000305,0.1,3,0.4800000000000182,1,0,1,1,0,3,0.3928571428571429,0.08458646616541353,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_044,LC No Report (7),460.506,0.5310000000000059,0.01,1,12.598000000000013,0,0,0,0,1,3,0,0.08458646616541353,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_045,MC No Report (8),463.596,0.521000000000015,0.035,2,9.507999999999981,0,0,0,0,1,3,0,0.07706766917293233,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_046,HC No Report (9),467.862,0.5339999999999918,0.05,3,5.241999999999962,0,0,0,0,1,3,0,0.08082706766917293,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_047,HC No Report (9),472.078,0.5370000000000346,0.06,3,1.0260000000000105,0,0,0,0,1,3,0.03571428571428571,0.08082706766917293,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_048,LC No Report (7),480.995,0.5450000000000159,0.01,1,3.0049999999999955,0,0,0,0,1,3,0.03571428571428571,0.08458646616541353,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_049,LC No Report (7),489.72,0.5209999999999582,0.01,1,3.9589999999999463,0,0,0,0,1,3,0,0.07706766917293233,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_050,Error (0),493.198,0.5260000000000105,0.05,3,0.48099999999999454,1,1,1,1,0,3,0.2857142857142857,0.08646616541353383,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_051,HC No Report (9),512.935,0.5340000000001055,0.08,3,3.40400000000011,0,0,0,0,1,3,0,0.08646616541353383,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_052,Error (0),516.24,0.5149999999999864,0,1,0.09900000000004638,1,0,0,1,0,3,0.25,0.07518796992481203,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_053,MC No Report (8),528.779,0.5249999999999773,0.045,2,6.512000000000057,0,0,0,0,1,3,0,0.05639097744360902,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_054,HC No Report (9),533.346,0.5209999999999582,0.08,3,1.94500000000005,0,0,0,0,1,3,0.07142857142857142,0.05639097744360902,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_055,LC No Report (7),542.157,0.5159999999999627,0.01,1,2.7029999999999745,0,0,0,0,1,3,0.07142857142857142,0.05639097744360902,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_056,LC No Report (7),552.102,0.52800000000002,0.01,1,5.25,0,0,0,0,1,3,0,0.05639097744360902,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_057,HC No Report (9),555.316,0.5149999999999864,0.055,3,2.0359999999999445,0,0,0,0,1,3,0.07142857142857142,0.06578947368421052,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_058,LC No Report (7),563.595,0.5259999999999536,0.01,1,3.69399999999996,0,0,0,0,1,3,0,0.08270676691729323,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_059,Error (0),566.774,0.5109999999999673,0.035,2,0.5149999999999864,1,1,1,1,1,3,0.21428571428571427,0.10150375939849623,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_060,HC No Report (9),574.621,0.5149999999999864,0.06,3,4.081999999999994,0,0,0,0,1,3,0,0.08646616541353383,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_061,HC No Report (9),586.169,0.5120000000000573,0.05,3,5.783999999999992,0,0,0,0,1,3,0,0.08646616541353383,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_062,LC No Report (7),591.088,0.5130000000000337,0,1,0.8650000000000091,0,0,0,0,1,3,0.03571428571428571,0.07330827067669173,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_063,HC No Report (9),597.911,0.5340000000001055,0.055,3,13.92100000000005,0,0,0,0,1,3,0,0.07330827067669173,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_064,MC No Report (8),600.965,0.5199999999999818,0.04,2,10.866999999999962,0,0,0,0,1,3,0,0.06954887218045112,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_065,HC No Report (9),606.116,0.5260000000000673,0.055,3,5.716000000000008,0,0,0,0,1,3,0,0.06578947368421052,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_066,Error (0),611.38,0.5249999999999773,0.055,3,0.4519999999999982,1,1,1,1,1,3,0.21428571428571427,0.07706766917293233,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_067,MC Hit (2),615.544,0.5199999999999818,0.04,2,0.5059999999999718,1,0,1,1,0,3,0.3571428571428571,0.07330827067669173,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_068,HC Hit (3),623.33,0.51299999999992,0.06,3,0.5769999999999982,1,0,1,1,0,3,0.3571428571428571,0.07330827067669173,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_069,HC No Report (9),685.763,0.5330000000000155,0.055,3,7.8940000000000055,0,0,0,0,1,3,0,0.06203007518796992,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_070,MC No Report (8),688.794,0.5510000000000446,0.035,2,4.863000000000056,0,0,0,0,1,3,0,0.06203007518796992,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_071,MC No Report (8),702.327,0.5399999999999636,0.045,2,18.206000000000017,0,0,0,0,1,3,0,0.06203007518796992,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_072,HC No Report (9),708.514,0.5209999999999582,0.05,3,12.019000000000005,0,0,0,0,1,3,0,0.060150375939849614,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_073,LC No Report (7),713.605,0.5169999999999391,0.01,1,6.927999999999997,0,0,0,0,1,3,0,0.07142857142857142,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_074,MC No Report (8),716.583,0.52800000000002,0.045,2,3.9500000000000455,0,0,0,0,1,3,0,0.07518796992481203,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_075,Error (0),720.087,0.5130000000000337,0.06,3,0.4460000000000264,1,1,1,1,1,3,0.21428571428571427,0.07518796992481203,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_076,LC No Report (7),724.354,0.5190000000000055,0,1,3.2579999999999245,0,0,0,0,1,3,0,0.06390977443609022,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_077,LC No Report (7),739.792,0.5459999999999354,0,1,6.942999999999984,0,0,0,0,1,3,0,0.045112781954887216,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_078,HC No Report (9),742.999,0.5349999999999682,0.08,3,3.73599999999999,0,0,0,0,1,3,0,0.02631578947368421,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_079,HC No Report (9),754.313,0.5230000000000246,0.1,3,12.779999999999973,0,0,0,0,1,3,0,0.02631578947368421,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_080,MC No Report (8),758.31,0.51400000000001,0.035,2,8.783000000000015,0,0,0,0,1,3,0,0.02631578947368421,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_081,LC No Report (7),763.586,0.5449999999999591,0,1,3.506999999999948,0,0,0,0,1,3,0,0.02631578947368421,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_082,Error (0),766.654,0.5069999999999482,0.055,3,0.43899999999996453,1,1,1,1,1,3,0.21428571428571427,0.03383458646616541,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_083,HC No Report (9),771.495,0.5289999999999964,0.05,3,1.38900000000001,0,0,0,0,1,3,0.07142857142857142,0.03383458646616541,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_084,LC No Report (7),791.87,0.5259999999999536,0.01,1,17.215000000000032,0,0,0,0,1,3,0,0.03383458646616541,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_085,HC No Report (9),795.55,0.5230000000000246,0.08,3,13.535000000000082,0,0,0,0,1,3,0,0.02443609022556391,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_086,HC No Report (9),801.995,0.5330000000000155,0.05,3,7.090000000000032,0,0,0,0,1,3,0,0.02443609022556391,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_087,LC No Report (7),805.899,0.5750000000000455,0.02,1,3.1860000000000355,0,0,0,0,1,3,0,0.02443609022556391,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_088,HC No Report (9),816.602,0.5370000000000346,0.06,3,13.071000000000026,0,0,0,0,1,3,0,0.02443609022556391,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_089,LC No Report (7),820.098,0.5400000000000773,0.01,1,9.575000000000045,0,0,0,0,1,3,0,0.03571428571428571,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_090,LC No Report (7),824.885,0.5299999999999727,0,1,4.788000000000011,0,0,0,0,1,3,0,0.05451127819548872,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_091,Error (0),829.178,0.5199999999999818,0.055,3,0.49500000000000455,1,1,1,1,1,3,0.14285714285714285,0.05451127819548872,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_092,MC No Report (8),833.028,0.5430000000000064,0.04,2,12.636999999999944,0,0,0,0,1,3,0,0.043233082706766915,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_093,LC No Report (7),836.91,0.5289999999999964,0.02,1,8.754999999999995,0,0,0,0,1,3,0,0.039473684210526314,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_094,HC No Report (9),844.205,0.5349999999999682,0.055,3,1.4599999999999227,0,0,0,0,1,3,0.03571428571428571,0.039473684210526314,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_095,HC No Report (9),853.274,0.5159999999999627,0.055,3,15.69399999999996,0,0,0,0,1,3,0,0.039473684210526314,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_096,MC No Report (8),856.877,0.5260000000000673,0.04,2,12.091000000000008,0,0,0,0,1,3,0,0.039473684210526314,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_097,MC No Report (8),863.174,0.5380000000000109,0.035,2,5.793999999999983,0,0,0,0,1,3,0,0.039473684210526314,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_098,Error (0),868.516,0.5370000000000346,0.08,3,0.4519999999999982,1,1,1,1,1,3,0.21428571428571427,0.04435510071474984,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_099,HC Hit (3),872.934,0.5270000000000437,0.08,3,0.43600000000003547,1,0,1,1,0,3,0.3571428571428571,0.04435510071474984,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_100,LC No Report (7),882.873,0.5209999999999582,0.02,1,27.495000000000005,0,0,0,0,1,3,0,0.04435510071474984,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_101,MC No Report (8),886.086,0.5330000000000155,0.045,2,24.28200000000004,0,0,0,0,1,3,0,0.036836303722268635,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_102,MC No Report (8),891.847,0.5639999999999645,0.04,2,18.521000000000072,0,0,0,0,1,3,0,0.036836303722268635,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_103,LC No Report (7),896.925,0.5370000000000346,0.02,1,13.443000000000097,0,0,0,0,1,3,0,0.036836303722268635,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_104,HC No Report (9),900.574,0.5289999999999964,0.1,3,9.794000000000096,0,0,0,0,1,3,0,0.056886429035551835,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_105,MC No Report (8),904.746,0.4980000000000473,0.035,2,5.622000000000071,0,0,0,0,1,3,0,0.08758818342151675,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_3_106,Error (0),922.878,0.5359999999999445,0.045,2,0.47100000000000364,1,1,1,1,0,3,0,0.08758818342151675,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas03/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_4_002,HC No Report (9),10.277,0.532,0.2,3,24.784999999999997,0,0,0,0,1,4,0,0.07630998793279495,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas04/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_4_004,LC No Report (7),18.867,0.5189999999999984,0,1,16.194999999999997,0,0,0,0,1,4,0,0.05751299545159194,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas04/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_4_006,HC No Report (9),29.32,0.5289999999999999,0.2,3,5.741999999999997,0,0,0,0,1,4,0,0.07505685510071475,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas04/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_4_012,HC No Report (9),63.082,0.5050000000000026,0.2,3,14.505999999999993,0,0,0,0,1,4,0,0.07017543859649122,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas04/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_4_016,HC No Report (9),82.648,0.534000000000006,0.2,3,24.24900000000001,0,0,0,0,1,4,0,0.09210526315789473,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas04/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_4_019,LC No Report (7),94.798,0.5219999999999914,0,1,12.099000000000004,0,0,0,0,1,4,0,0.07456140350877193,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas04/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_4_023,LC No Report (7),110.823,0.5320000000000107,0,1,17.471999999999994,0,0,0,0,1,4,0,0.08333333333333333,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas04/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_4_027,Error (0),128.078,0.549999999999983,0,1,0.21699999999998454,1,0,1,1,0,4,0.6666666666666667,0.08771929824561403,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas04/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_4_038,HC No Report (9),204.458,0.5420000000000016,0.2,3,12.572000000000003,0,0,0,0,1,4,0,0.05263157894736842,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas04/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_4_039,LC No Report (7),208.36,0.5289999999999964,0,1,8.669999999999987,0,0,0,0,1,4,0,0.043859649122807015,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas04/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_4_045,HC No Report (9),238.895,0.546999999999997,0.2,3,42.52000000000001,0,0,0,0,1,4,0,0.02192982456140351,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas04/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_4_051,LC No Report (7),264.227,0.5180000000000291,0,1,17.188000000000045,0,0,0,0,1,4,0,0.07017543859649124,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas04/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_4_052,HC No Report (9),268.379,0.5559999999999832,0.2,3,13.036000000000001,0,0,0,0,1,4,0,0.06578947368421054,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas04/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_4_054,LC No Report (7),275.07,0.5289999999999964,0,1,6.345000000000027,0,0,0,0,1,4,0,0.06578947368421054,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas04/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_4_056,Error (0),288.175,0.5500000000000114,0,1,0.02600000000001046,1,0,0,1,0,4,0.5833333333333334,0.07894736842105264,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas04/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_4_059,LC No Report (7),311.823,0.5250000000000341,0,1,25.44100000000003,0,0,0,0,1,4,0,0.07894736842105264,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas04/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_4_060,LC No Report (7),315.418,0.5380000000000109,0,1,21.846000000000004,0,0,0,0,1,4,0,0.07894736842105264,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas04/cG_unmixed_dFF.h5
cfm001mjr,240509,240509_4_063,LC No Report (7),331.836,0.5459999999999923,0,1,5.427999999999997,0,0,0,0,1,4,0,0.09210526315789475,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240509/meas04/cG_unmixed_dFF.h5
