AnimalCode,Date,TrialID,Time,BFMTime,Duration,Contrast,PerceptualCat,ReactTime,Rewarded?,Enticed?,Seen?,Consume?,Attrition?,Recording,EngagementScore,EngagementScore_S20,MovieFile,Delay
cfm001mjr,240506,240506_1_001,3.198,1.8419826044536194,0.5289999999999999,0.06,3,11.879999999999999,0,0,0,0,1,1,0,0,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_002,6.353,4.996982604453619,0.5220000000000002,0.023,1,8.725,0,0,0,0,1,1,0,0,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_003,10.228,8.871982604453619,0.532,0,1,4.85,0,0,0,0,1,1,0,0.05714285714285714,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_004,14.599,13.24298260445362,0.520999999999999,0.024,1,0.4789999999999992,1,1,1,1,1,1,0.2857142857142857,0.08673469387755102,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_005,43.217,41.86098260445362,0.5500000000000043,0.023,1,4.463999999999999,0,0,0,0,1,1,0,0.13095238095238093,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_006,46.886,45.52998260445362,0.5269999999999939,0.025,1,0.7949999999999946,0,0,0,0,1,1,0.03571428571428571,0.10714285714285712,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_007,53.788,52.431982604453616,0.5560000000000045,0.045,2,0.4380000000000024,1,1,1,1,1,1,0.2857142857142857,0.1456043956043956,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_008,80.268,78.91198260445363,0.5240000000000009,0.023,1,0.3930000000000007,1,1,1,1,1,1,0.2857142857142857,0.13095238095238096,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_009,84.838,83.48198260445362,0.5520000000000067,0.045,2,0.17600000000000193,1,0,0,1,1,1,0.2857142857142857,0.11764705882352941,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_010,94.805,93.44898260445363,0.5289999999999964,0.023,1,7.216999999999999,0,0,0,0,1,1,0,0.10902255639097744,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_011,97.909,96.55298260445363,0.5279999999999916,0.045,2,4.1129999999999995,0,0,0,0,1,1,0,0.12781954887218044,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_012,101.605,100.24898260445363,0.512999999999991,0.025,1,0.4170000000000016,1,1,1,1,1,1,0.2857142857142857,0.14661654135338345,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_013,121.121,119.76498260445362,0.5600000000000023,0.024,1,0.4380000000000024,1,1,1,1,1,1,0.42857142857142855,0.14661654135338345,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_014,161.792,160.4359826044536,0.5409999999999968,0.022,1,0.6839999999999975,0,0,1,0,0,1,0.03571428571428571,0.14849624060150377,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_015,169.396,168.0399826044536,0.5270000000000152,0.025,1,0.785000000000025,0,0,0,0,0,1,0.03571428571428571,0.16541353383458648,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_016,184.973,183.61698260445363,0.5689999999999884,0.024,1,4.068999999999988,0,0,0,0,0,1,0,0.16541353383458646,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_017,188.425,187.06898260445362,0.5559999999999832,0.024,1,0.6169999999999902,0,0,1,0,0,1,0.03571428571428571,0.15037593984962405,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_018,200.121,198.76498260445362,0.542999999999978,0,1,2.6850000000000023,0,0,0,0,0,1,0.03571428571428571,0.13909774436090225,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_019,208.82,207.4639826044536,0.5630000000000166,0.024,1,0.060000000000002274,0,0,0,0,0,1,0.03571428571428571,0.14097744360902256,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_020,212.265,210.9089826044536,0.5250000000000057,0.023,1,0.4240000000000066,1,1,1,1,0,1,0.3571428571428571,0.14473684210526316,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_021,222.557,221.2009826044536,0.5160000000000196,0.045,2,0.40300000000002,1,0,1,1,0,1,0.3571428571428571,0.15977443609022557,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_022,238.662,237.30598260445362,0.5240000000000009,0,1,5.159999999999997,0,0,0,0,0,1,0,0.16541353383458648,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_023,243.372,242.01598260445363,0.5459999999999923,0.06,3,0.44999999999998863,1,0,1,1,0,1,0.32142857142857145,0.14285714285714285,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_024,252.758,251.40198260445362,0.5339999999999918,0.023,1,0.44199999999997885,1,0,1,1,0,1,0.32142857142857145,0.14097744360902256,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_025,269.486,268.12998260445363,0.5060000000000286,0,1,0.6659999999999968,0,0,1,0,0,1,0.03571428571428571,0.13909774436090225,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_026,277.723,276.36698260445365,0.5380000000000109,0.024,1,4.454999999999984,0,0,0,0,0,1,0,0.13909774436090225,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_027,301.432,300.07598260445366,0.5509999999999877,0.03,2,0.6510000000000105,0,0,1,0,0,1,0.07142857142857142,0.13721804511278196,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_028,314.983,313.62698260445364,0.5670000000000073,0.024,1,0.27800000000002,1,0,1,1,0,1,0.32142857142857145,0.13721804511278193,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_029,331.761,330.40498260445366,0.5469999999999686,0.023,1,2.700999999999965,0,0,0,0,0,1,0.07142857142857142,0.14849624060150374,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_030,353.589,352.23298260445364,0.5260000000000105,0.06,3,0.6000000000000227,1,0,1,1,0,1,0.2857142857142857,0.13157894736842105,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_031,377.807,376.45098260445366,0.5289999999999964,0.024,1,0.46399999999999864,1,0,1,1,0,1,0.3928571428571429,0.12406015037593984,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_032,411.408,410.05198260445366,0.5149999999999864,0.024,1,10.678999999999974,0,0,0,0,1,1,0,0.13909774436090225,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_033,416.488,415.13198260445364,0.5219999999999914,0.025,1,5.5989999999999895,0,0,0,0,1,1,0,0.12218045112781954,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_034,437.977,436.6209826044536,0.563000000000045,0.03,2,16.45300000000003,0,0,0,0,1,1,0,0.10526315789473684,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_035,443.798,442.44198260445364,0.5289999999999964,0.024,1,10.632000000000005,0,0,0,0,1,1,0,0.10526315789473684,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_036,448.793,447.43698260445365,0.5349999999999682,0.06,3,5.6370000000000005,0,0,0,0,1,1,0,0.11842105263157894,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_037,451.884,450.52798260445365,0.5169999999999959,0.022,1,2.5459999999999923,0,0,0,0,1,1,0.03571428571428571,0.11466165413533834,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_038,460.559,459.20298260445367,0.5369999999999777,0.03,2,0.4159999999999968,1,1,1,1,1,1,0.25,0.09962406015037593,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_039,484.703,483.3469826044536,0.5270000000000437,0.01,1,1.7580000000000382,0,0,0,0,1,1,0.03571428571428571,0.09774436090225563,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_040,492.807,491.45098260445366,0.5299999999999727,0.024,1,0.4130000000000109,1,0,1,1,1,1,0.21428571428571427,0.09586466165413533,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_041,504.807,503.45098260445366,0.5109999999999673,0.024,1,0.5029999999999859,1,0,1,1,1,1,0.2857142857142857,0.07706766917293233,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_042,509.618,508.26198260445364,0.5489999999999782,0.06,3,11.362000000000023,0,0,0,0,0,1,0,0.07706766917293233,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_043,513.937,512.5809826044537,0.52800000000002,0.022,1,7.043000000000006,0,0,0,0,0,1,0,0.07706766917293233,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_044,518.108,516.7519826044536,0.525000000000091,0.024,1,2.872000000000071,0,0,0,0,0,1,0.03571428571428571,0.07706766917293233,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_045,534.227,532.8709826044536,0.5430000000000064,0.03,2,0.5380000000000109,1,0,1,1,0,1,0.25,0.09210526315789473,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_046,548.395,547.0389826044536,0.5159999999999627,0.024,1,3.7910000000000537,0,0,0,0,0,1,0,0.09210526315789473,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_047,551.547,550.1909826044537,0.5009999999999764,0.024,1,0.63900000000001,0,0,1,0,0,1,0.03571428571428571,0.09022556390977443,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_048,566.537,565.1809826044537,0.5639999999999645,0.045,2,0.7409999999999854,0,0,1,0,0,1,0.03571428571428571,0.07706766917293233,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_049,574.578,573.2219826044536,0.55600000000004,0.01,1,0.19200000000000728,1,0,0,1,0,1,0.25,0.08347716776217272,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_050,587.542,586.1859826044537,0.51400000000001,0.045,2,1.2010000000000218,0,0,0,0,0,1,0.03571428571428571,0.07439195472959127,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_051,613.147,611.7909826044537,0.5369999999999209,0.025,1,11.977999999999952,0,0,0,0,0,1,0,0.05935436074462887,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_052,616.542,615.1859826044537,0.5219999999999345,0.022,1,8.58299999999997,0,0,0,0,0,1,0,0.05935436074462887,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_053,620.868,619.5119826044537,0.5539999999999736,0.01,1,4.256999999999948,0,0,0,0,0,1,0,0.07470523793761133,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_054,624.577,623.2209826044536,0.5249999999999773,0.03,2,0.5480000000000018,1,0,1,1,0,1,0.2857142857142857,0.07282553868949103,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_055,633.904,632.5479826044536,0.5629999999999882,0.01,1,,0,0,0,0,0,1,0,0.05966764395264892,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_056,638.497,637.1409826044536,0.5930000000000746,0.024,1,,0,0,0,0,0,1,0,0.05966764395264892,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_1_057,644.02,642.6639826044536,0.5289999999999964,0,1,,0,0,0,0,0,1,0,0.07094583944137073,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas01/cG_unmixed_dFF.h5,-2.832001395545397
cfm001mjr,240506,240506_2_001,1.761,-3.5725830097713924,0.6050000000000002,0.06,3,2.755,0,0,0,0,1,2,0.15749475890985326,0.08441701738623288,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_2_002,10.369,5.035416990228607,0.5180000000000007,0.023,1,0.7309999999999999,0,0,1,0,1,2,0.04166666666666667,0.08660999984237323,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_2_003,16.823,11.489416990228609,0.5330000000000013,0.03,2,8.951999999999998,0,0,0,0,1,2,0,0.10666012515565644,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_2_004,22.197,16.863416990228608,0.522000000000002,0,1,3.5779999999999994,0,0,0,0,1,2,0,0.10666012515565644,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_2_005,25.388,20.05441699022861,0.5239999999999974,0.03,2,0.3869999999999969,1,0,1,1,0,2,0.2916666666666667,0.10666012515565644,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_2_006,34.169,28.835416990228605,0.5519999999999996,0.05,3,14.700000000000003,0,0,0,0,0,2,0,0.1088531076117968,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_2_007,39.47,34.136416990228604,0.5420000000000016,0.023,1,9.399000000000001,0,0,0,0,0,2,0,0.0938155136268344,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_2_008,43.483,38.1494169902286,0.5190000000000055,0.05,3,5.386000000000003,0,0,0,0,0,2,0,0.0938155136268344,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_2_009,48.386,43.05241699022861,0.5429999999999993,0.05,3,0.482999999999997,1,1,1,1,0,2,0.25,0.1157453381882379,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_2_010,58.452,53.1184169902286,0.5459999999999994,0.025,1,0.5339999999999989,1,1,1,1,0,2,0.2916666666666667,0.1157453381882379,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_2_011,63.38,58.04641699022861,0.5279999999999987,0.05,3,0.5379999999999967,1,1,1,1,0,2,0.2916666666666667,0.1074561403508772,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_2_012,69.925,64.5914169902286,0.5210000000000008,0.03,2,0.42499999999999716,1,1,1,1,0,2,0.41666666666666663,0.10526315789473684,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_2_013,76.595,71.26141699022861,0.5160000000000053,0.023,1,10.959000000000003,0,0,0,0,1,2,0,0.1206140350877193,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_2_014,81.257,75.92341699022862,0.519999999999996,0.028,1,6.296999999999997,0,0,0,0,1,2,0,0.1206140350877193,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_2_015,85.545,80.21141699022861,0.5249999999999915,0.03,2,2.0090000000000003,0,0,0,0,1,2,0.04166666666666667,0.11403508771929825,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_2_016,94.752,89.41841699022861,0.5530000000000115,0.03,2,9.423000000000002,0,0,0,0,1,2,0,0.11622807017543861,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_2_017,98.501,93.16741699022862,0.5189999999999912,0.015,1,5.673999999999992,0,0,0,0,1,2,0,0.11842105263157897,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_2_018,103.637,98.30341699022861,0.5259999999999962,0.028,1,0.5379999999999967,1,0,1,1,0,2,0.41666666666666663,0.11842105263157897,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_2_019,108.915,103.58141699022862,0.5349999999999966,0.03,2,12.173999999999992,0,0,0,0,0,2,0,0.10526315789473685,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_2_020,113.514,108.18041699022861,0.541000000000011,0,1,7.575000000000003,0,0,0,0,0,2,0,0.0899122807017544,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_2_021,116.689,111.3554169902286,0.527000000000001,0.05,3,4.400000000000006,0,0,0,0,0,2,0,0.07456140350877194,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_2_022,120.497,115.16341699022861,0.5180000000000007,0.025,1,0.5919999999999987,1,1,1,1,0,2,0.2916666666666667,0.06407322654462243,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_2_023,175.471,170.13741699022862,0.554000000000002,0.01,1,3.752999999999986,0,0,0,0,0,2,0,0.06636155606407323,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_2_024,178.792,173.4584169902286,0.5240000000000009,0.025,1,0.43199999999998795,1,1,1,1,0,2,0.16666666666666669,0.08009153318077804,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_2_025,184.177,178.8434169902286,0.5490000000000066,0.03,2,2.8950000000000102,0,0,0,0,0,2,0.04166666666666667,0.07789855072463768,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_2_026,194.138,188.80441699022862,0.546999999999997,0.045,2,0.7589999999999861,0,0,0,0,0,2,0.04166666666666667,0.09391685736079329,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_2_027,202.157,196.82341699022862,0.532999999999987,0,1,,0,0,0,0,0,2,0,0.1076468344774981,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_2_028,205.9,200.56641699022862,0.5370000000000061,0.025,1,,0,0,0,0,0,2,0,0.08571700991609459,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_2_029,208.942,203.60841699022862,0.5619999999999834,0.06,3,,0,0,0,0,0,2,0,0.09029366895499619,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_2_030,212.863,207.5294169902286,0.5229999999999961,0.025,1,,0,0,0,0,0,2,0,0.10860030511060259,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas02/cG_unmixed_dFF.h5,-6.809567009770409
cfm001mjr,240506,240506_3_001,8.522,3.8904997983628338,0.5359999999999996,0.1,3,0.5709999999999997,1,0,1,1,0,3,0.21739130434782608,0.10860030511060259,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas03/cG_unmixed_dFF.h5,-6.107484201636183
cfm001mjr,240506,240506_3_002,14.957,10.325499798362834,0.5299999999999994,0.03,2,0.7569999999999997,0,0,0,0,0,3,0.043478260869565216,0.10469107551487414,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas03/cG_unmixed_dFF.h5,-6.107484201636183
cfm001mjr,240506,240506_3_003,21.44,16.808499798362835,0.5350000000000001,0.048,2,0.565999999999999,1,0,1,1,0,3,0.2608695652173913,0.10469107551487414,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas03/cG_unmixed_dFF.h5,-6.107484201636183
cfm001mjr,240506,240506_3_004,28.027,23.395499798362835,0.5289999999999999,0,1,3.6839999999999975,0,0,0,0,0,3,0,0.09591914569031273,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas03/cG_unmixed_dFF.h5,-6.107484201636183
cfm001mjr,240506,240506_3_005,31.216,26.584499798362835,0.5199999999999996,0.055,3,0.49499999999999744,1,0,1,1,0,3,0.30434782608695654,0.09372616323417239,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas03/cG_unmixed_dFF.h5,-6.107484201636183
cfm001mjr,240506,240506_3_006,39.743,35.111499798362836,0.5289999999999964,0.085,3,0.5049999999999955,1,0,1,1,0,3,0.2608695652173913,0.09153318077803203,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas03/cG_unmixed_dFF.h5,-6.107484201636183
cfm001mjr,240506,240506_3_007,46.202,41.57049979836283,0.5429999999999993,0.03,2,4.638000000000005,0,0,0,0,0,3,0,0.10068649885583524,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas03/cG_unmixed_dFF.h5,-6.107484201636183
cfm001mjr,240506,240506_3_008,50.219,45.587499798362835,0.5600000000000023,0.085,3,0.6210000000000022,0,0,1,0,0,3,0.08695652173913043,0.10068649885583524,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas03/cG_unmixed_dFF.h5,-6.107484201636183
cfm001mjr,240506,240506_3_009,58.237,53.605499798362835,0.5300000000000011,0.085,3,0.47800000000000153,1,0,1,1,0,3,0.34782608695652173,0.11212814645308924,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas03/cG_unmixed_dFF.h5,-6.107484201636183
cfm001mjr,240506,240506_3_010,63.327,58.69549979836283,0.5510000000000019,0.035,2,4.213999999999999,0,0,0,0,0,3,0,0.11212814645308924,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas03/cG_unmixed_dFF.h5,-6.107484201636183
cfm001mjr,240506,240506_3_011,66.991,62.35949979836283,0.5130000000000052,0.085,3,0.5499999999999972,1,0,1,1,0,3,0.21739130434782608,0.10068649885583525,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas03/cG_unmixed_dFF.h5,-6.107484201636183
cfm001mjr,240506,240506_3_012,71.792,67.16049979836284,0.5169999999999959,0.055,3,19.248999999999995,0,0,0,0,0,3,0,0.10068649885583525,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240506/meas03/cG_unmixed_dFF.h5,-6.107484201636183
